"","miRNA","Gene"
"661","hsa-miR-100-5p","CREBBP"
"662","hsa-miR-1245a","CREBBP"
"663","hsa-miR-125b-5p","CREBBP"
"664","hsa-miR-1264","CREBBP"
"665","hsa-miR-1301-3p","CREBBP"
"666","hsa-miR-218-5p","CREBBP"
"667","hsa-miR-219a-1-3p","CREBBP"
"668","hsa-miR-324-3p","CREBBP"
"669","hsa-miR-325","CREBBP"
"670","hsa-miR-338-5p","CREBBP"
"671","hsa-miR-543","CREBBP"
"672","hsa-miR-571","CREBBP"
"673","hsa-miR-601","CREBBP"
"674","hsa-miR-628-3p","CREBBP"
"675","hsa-miR-660-3p","CREBBP"
"676","hsa-miR-769-5p","CREBBP"
"677","hsa-miR-802","CREBBP"
"678","hsa-miR-935","CREBBP"
"679","hsa-miR-942-5p","CREBBP"
"680","hsa-let-7c-5p","CRK"
"681","hsa-let-7e-5p","CRK"
"682","hsa-miR-106a-5p","CRK"
"683","hsa-miR-106b-5p","CRK"
"684","hsa-miR-10a-5p","CRK"
"685","hsa-miR-10b-5p","CRK"
"686","hsa-miR-1257","CRK"
"687","hsa-miR-125a-5p","CRK"
"688","hsa-miR-1260b","CRK"
"689","hsa-miR-126-3p","CRK"
"690","hsa-miR-127-5p","CRK"
"691","hsa-miR-1304-3p","CRK"
"692","hsa-miR-1306-5p","CRK"
"693","hsa-miR-132-3p","CRK"
"694","hsa-miR-135b-3p","CRK"
"695","hsa-miR-142-5p","CRK"
"696","hsa-miR-15a-5p","CRK"
"697","hsa-miR-15b-5p","CRK"
"698","hsa-miR-16-5p","CRK"
"699","hsa-miR-17-5p","CRK"
"700","hsa-miR-186-5p","CRK"
"701","hsa-miR-190a-3p","CRK"
"702","hsa-miR-1915-3p","CRK"
"703","hsa-miR-192-5p","CRK"
"704","hsa-miR-195-5p","CRK"
"705","hsa-miR-206","CRK"
"706","hsa-miR-20a-5p","CRK"
"707","hsa-miR-20b-5p","CRK"
"708","hsa-miR-215-5p","CRK"
"709","hsa-miR-216b-3p","CRK"
"710","hsa-miR-298","CRK"
"711","hsa-miR-302a-3p","CRK"
"712","hsa-miR-302b-3p","CRK"
"713","hsa-miR-302c-3p","CRK"
"714","hsa-miR-302d-3p","CRK"
"715","hsa-miR-302e","CRK"
"716","hsa-miR-30a-3p","CRK"
"717","hsa-miR-30e-3p","CRK"
"718","hsa-miR-3140-3p","CRK"
"719","hsa-miR-320a","CRK"
"720","hsa-miR-320b","CRK"
"721","hsa-miR-320c","CRK"
"722","hsa-miR-320d","CRK"
"723","hsa-miR-329-3p","CRK"
"724","hsa-miR-362-3p","CRK"
"725","hsa-miR-370-3p","CRK"
"726","hsa-miR-372-3p","CRK"
"727","hsa-miR-373-3p","CRK"
"728","hsa-miR-410-3p","CRK"
"729","hsa-miR-423-3p","CRK"
"730","hsa-miR-424-5p","CRK"
"731","hsa-miR-4284","CRK"
"732","hsa-miR-4524a-5p","CRK"
"733","hsa-miR-497-5p","CRK"
"734","hsa-miR-501-3p","CRK"
"735","hsa-miR-502-3p","CRK"
"736","hsa-miR-503-5p","CRK"
"737","hsa-miR-509-3-5p","CRK"
"738","hsa-miR-510-5p","CRK"
"739","hsa-miR-512-5p","CRK"
"740","hsa-miR-5196-5p","CRK"
"741","hsa-miR-519d-3p","CRK"
"742","hsa-miR-520a-3p","CRK"
"743","hsa-miR-520b","CRK"
"744","hsa-miR-520c-3p","CRK"
"745","hsa-miR-520d-3p","CRK"
"746","hsa-miR-520e","CRK"
"747","hsa-miR-548ah-5p","CRK"
"748","hsa-miR-548l","CRK"
"749","hsa-miR-548n","CRK"
"750","hsa-miR-603","CRK"
"751","hsa-miR-613","CRK"
"752","hsa-miR-619-3p","CRK"
"753","hsa-miR-640","CRK"
"754","hsa-miR-664b-5p","CRK"
"755","hsa-miR-93-5p","CRK"
"756","hsa-let-7b-5p","CRKL"
"757","hsa-miR-103a-3p","CRKL"
"758","hsa-miR-107","CRKL"
"759","hsa-miR-1205","CRKL"
"760","hsa-miR-1245b-3p","CRKL"
"761","hsa-miR-1252-5p","CRKL"
"762","hsa-miR-1253","CRKL"
"763","hsa-miR-1255a","CRKL"
"764","hsa-miR-1255b-5p","CRKL"
"765","hsa-miR-1262","CRKL"
"766","hsa-miR-126-3p","CRKL"
"767","hsa-miR-15a-5p","CRKL"
"768","hsa-miR-15b-5p","CRKL"
"769","hsa-miR-16-5p","CRKL"
"770","hsa-miR-1827","CRKL"
"771","hsa-miR-193b-5p","CRKL"
"772","hsa-miR-195-5p","CRKL"
"773","hsa-miR-214-3p","CRKL"
"774","hsa-miR-23b-3p","CRKL"
"775","hsa-miR-29a-3p","CRKL"
"776","hsa-miR-3065-5p","CRKL"
"777","hsa-miR-30c-1-3p","CRKL"
"778","hsa-miR-32-5p","CRKL"
"779","hsa-miR-330-3p","CRKL"
"780","hsa-miR-340-5p","CRKL"
"781","hsa-miR-424-5p","CRKL"
"782","hsa-miR-455-5p","CRKL"
"783","hsa-miR-485-5p","CRKL"
"784","hsa-miR-497-5p","CRKL"
"785","hsa-miR-508-5p","CRKL"
"786","hsa-miR-510-5p","CRKL"
"787","hsa-miR-650","CRKL"
"788","hsa-miR-661","CRKL"
"789","hsa-miR-665","CRKL"
"790","hsa-miR-7-5p","CRKL"
"791","hsa-miR-761","CRKL"
"792","hsa-miR-766-3p","CRKL"
"793","hsa-miR-873-5p","CRKL"
"794","hsa-miR-887-5p","CRKL"
"795","hsa-miR-890","CRKL"
"796","hsa-miR-922","CRKL"
"797","hsa-miR-940","CRKL"
"798","hsa-miR-944","CRKL"
"799","hsa-miR-98-5p","CRKL"
"800","hsa-miR-106a-5p","CSNK1A1"
"801","hsa-miR-106b-5p","CSNK1A1"
"802","hsa-miR-1236-3p","CSNK1A1"
"803","hsa-miR-1244","CSNK1A1"
"804","hsa-miR-1297","CSNK1A1"
"805","hsa-miR-136-5p","CSNK1A1"
"806","hsa-miR-153-3p","CSNK1A1"
"807","hsa-miR-155-5p","CSNK1A1"
"808","hsa-miR-17-5p","CSNK1A1"
"809","hsa-miR-181a-5p","CSNK1A1"
"810","hsa-miR-181b-5p","CSNK1A1"
"811","hsa-miR-181c-5p","CSNK1A1"
"812","hsa-miR-181d-5p","CSNK1A1"
"813","hsa-miR-186-5p","CSNK1A1"
"814","hsa-miR-199a-3p","CSNK1A1"
"815","hsa-miR-199b-3p","CSNK1A1"
"816","hsa-miR-20a-5p","CSNK1A1"
"817","hsa-miR-20b-5p","CSNK1A1"
"818","hsa-miR-21-5p","CSNK1A1"
"819","hsa-miR-26a-5p","CSNK1A1"
"820","hsa-miR-26b-5p","CSNK1A1"
"821","hsa-miR-302a-3p","CSNK1A1"
"822","hsa-miR-302b-3p","CSNK1A1"
"823","hsa-miR-302c-3p","CSNK1A1"
"824","hsa-miR-302d-3p","CSNK1A1"
"825","hsa-miR-302e","CSNK1A1"
"826","hsa-miR-324-3p","CSNK1A1"
"827","hsa-miR-372-3p","CSNK1A1"
"828","hsa-miR-373-3p","CSNK1A1"
"829","hsa-miR-421","CSNK1A1"
"830","hsa-miR-505-3p","CSNK1A1"
"831","hsa-miR-519a-3p","CSNK1A1"
"832","hsa-miR-519b-3p","CSNK1A1"
"833","hsa-miR-519c-3p","CSNK1A1"
"834","hsa-miR-519d-3p","CSNK1A1"
"835","hsa-miR-520a-3p","CSNK1A1"
"836","hsa-miR-520b","CSNK1A1"
"837","hsa-miR-520c-3p","CSNK1A1"
"838","hsa-miR-520d-3p","CSNK1A1"
"839","hsa-miR-520e","CSNK1A1"
"840","hsa-miR-548e-5p","CSNK1A1"
"841","hsa-miR-652-3p","CSNK1A1"
"842","hsa-miR-93-5p","CSNK1A1"
"843","hsa-miR-942-5p","CSNK1A1"
"844","hsa-let-7a-5p","CSNK2A1"
"845","hsa-let-7b-5p","CSNK2A1"
"846","hsa-let-7c-5p","CSNK2A1"
"847","hsa-miR-103a-3p","CSNK2A1"
"848","hsa-miR-107","CSNK2A1"
"849","hsa-miR-10a-5p","CSNK2A1"
"850","hsa-miR-10b-5p","CSNK2A1"
"851","hsa-miR-1183","CSNK2A1"
"852","hsa-miR-1185-5p","CSNK2A1"
"853","hsa-miR-1205","CSNK2A1"
"854","hsa-miR-1248","CSNK2A1"
"855","hsa-miR-1253","CSNK2A1"
"856","hsa-miR-125a-5p","CSNK2A1"
"857","hsa-miR-125b-5p","CSNK2A1"
"858","hsa-miR-1260a","CSNK2A1"
"859","hsa-miR-1260b","CSNK2A1"
"860","hsa-miR-1304-5p","CSNK2A1"
"861","hsa-miR-136-5p","CSNK2A1"
"862","hsa-miR-183-5p","CSNK2A1"
"863","hsa-miR-186-5p","CSNK2A1"
"864","hsa-miR-188-3p","CSNK2A1"
"865","hsa-miR-193a-5p","CSNK2A1"
"866","hsa-miR-2110","CSNK2A1"
"867","hsa-miR-216b-5p","CSNK2A1"
"868","hsa-miR-22-3p","CSNK2A1"
"869","hsa-miR-337-3p","CSNK2A1"
"870","hsa-miR-3605-5p","CSNK2A1"
"871","hsa-miR-485-5p","CSNK2A1"
"872","hsa-miR-504-5p","CSNK2A1"
"873","hsa-miR-518e-3p","CSNK2A1"
"874","hsa-miR-548ai","CSNK2A1"
"875","hsa-miR-570-5p","CSNK2A1"
"876","hsa-miR-580-3p","CSNK2A1"
"877","hsa-miR-615-3p","CSNK2A1"
"878","hsa-miR-652-3p","CSNK2A1"
"879","hsa-miR-760","CSNK2A1"
"880","hsa-miR-1228-3p","CSNK2A2"
"881","hsa-miR-10b-5p","CTBP1"
"882","hsa-miR-1200","CTBP1"
"883","hsa-miR-1253","CTBP1"
"884","hsa-miR-137","CTBP1"
"885","hsa-miR-26a-5p","CTBP1"
"886","hsa-miR-664a-3p","CTBP1"
"887","hsa-miR-940","CTBP1"
"888","hsa-let-7b-5p","CTBP2"
"889","hsa-miR-141-3p","CTBP2"
"890","hsa-miR-339-5p","CTBP2"
"891","hsa-miR-155-5p","CTNNA1"
"892","hsa-miR-218-5p","CTNNA1"
"893","hsa-miR-296-3p","CTNNA1"
"894","hsa-miR-615-3p","CTNNA1"
"895","hsa-miR-744-5p","CTNNA1"
"896","hsa-miR-769-3p","CTNNA1"
"897","hsa-miR-1226-3p","CTNNB1"
"898","hsa-miR-124-3p","CTNNB1"
"899","hsa-miR-142-3p","CTNNB1"
"900","hsa-miR-155-5p","CTNNB1"
"901","hsa-miR-200a-3p","CTNNB1"
"902","hsa-miR-2113","CTNNB1"
"903","hsa-miR-214-3p","CTNNB1"
"904","hsa-miR-221-3p","CTNNB1"
"905","hsa-miR-30a-5p","CTNNB1"
"906","hsa-miR-3144-3p","CTNNB1"
"907","hsa-miR-331-3p","CTNNB1"
"908","hsa-miR-34a-5p","CTNNB1"
"909","hsa-miR-34c-3p","CTNNB1"
"910","hsa-miR-5010-3p","CTNNB1"
"911","hsa-miR-512-5p","CTNNB1"
"912","hsa-miR-520g-3p","CTNNB1"
"913","hsa-miR-520h","CTNNB1"
"914","hsa-miR-532-3p","CTNNB1"
"915","hsa-miR-548l","CTNNB1"
"916","hsa-miR-607","CTNNB1"
"917","hsa-miR-624-3p","CTNNB1"
"918","hsa-miR-744-5p","CTNNB1"
"919","hsa-miR-1178-3p","CTTN"
"920","hsa-miR-153-3p","CTTN"
"921","hsa-miR-185-5p","CTTN"
"922","hsa-miR-1908-5p","CTTN"
"923","hsa-miR-338-5p","CTTN"
"924","hsa-miR-340-5p","CTTN"
"925","hsa-miR-34a-5p","CTTN"
"926","hsa-miR-382-5p","CTTN"
"927","hsa-miR-448","CTTN"
"928","hsa-miR-495-5p","CTTN"
"929","hsa-miR-548aa","CTTN"
"930","hsa-miR-548t-3p","CTTN"
"931","hsa-miR-663a","CTTN"
"932","hsa-miR-92a-3p","CTTN"
"933","hsa-miR-126-3p","CXCR4"
"934","hsa-miR-133b","CXCR4"
"935","hsa-miR-139-5p","CXCR4"
"936","hsa-miR-146a-5p","CXCR4"
"937","hsa-miR-150-5p","CXCR4"
"938","hsa-miR-224-5p","CXCR4"
"939","hsa-miR-26b-5p","CXCR4"
"940","hsa-miR-494-3p","CXCR4"
"941","hsa-miR-9-5p","CXCR4"
"942","hsa-miR-149-5p","CYFIP2"
"943","hsa-miR-423-3p","CYFIP2"
"944","hsa-miR-9-5p","CYFIP2"
"945","hsa-let-7b-5p","DIAPH1"
"946","hsa-let-7e-5p","DIAPH1"
"947","hsa-miR-1228-3p","DIAPH1"
"948","hsa-miR-1306-5p","DIAPH1"
"949","hsa-miR-185-5p","DIAPH1"
"950","hsa-miR-18a-5p","DIAPH1"
"951","hsa-miR-23b-3p","DIAPH1"
"952","hsa-miR-27b-3p","DIAPH1"
"953","hsa-miR-320a","DIAPH1"
"954","hsa-miR-328-3p","DIAPH1"
"955","hsa-miR-342-3p","DIAPH1"
"956","hsa-miR-502-5p","DIAPH1"
"957","hsa-miR-615-3p","DIAPH1"
"958","hsa-miR-92a-3p","DIAPH1"
"959","hsa-miR-155-5p","DIAPH3"
"960","hsa-miR-101-3p","DNMT3A"
"961","hsa-miR-143-3p","DNMT3A"
"962","hsa-miR-193b-3p","DNMT3A"
"963","hsa-miR-194-5p","DNMT3A"
"964","hsa-miR-200b-3p","DNMT3A"
"965","hsa-miR-200c-3p","DNMT3A"
"966","hsa-miR-29a-3p","DNMT3A"
"967","hsa-miR-29b-3p","DNMT3A"
"968","hsa-miR-29c-3p","DNMT3A"
"969","hsa-miR-340-5p","DNMT3A"
"970","hsa-miR-369-5p","DNMT3A"
"971","hsa-miR-539-5p","DNMT3A"
"972","hsa-miR-660-3p","DNMT3A"
"973","hsa-miR-155-5p","DOCK1"
"974","hsa-miR-183-5p","DOCK1"
"975","hsa-miR-296-3p","DOCK1"
"976","hsa-miR-4455","DOCK1"
"977","hsa-miR-574-5p","DOCK1"
"978","hsa-miR-10a-5p","DVL1"
"979","hsa-miR-339-5p","DVL1"
"980","hsa-miR-744-5p","DVL1"
"981","hsa-miR-885-3p","DVL1"
"982","hsa-miR-124-3p","DVL2"
"983","hsa-miR-221-3p","DVL2"
"984","hsa-miR-324-3p","DVL2"
"985","hsa-miR-484","DVL2"
"986","hsa-let-7a-5p","DVL3"
"987","hsa-let-7b-5p","DVL3"
"988","hsa-let-7c-5p","DVL3"
"989","hsa-let-7d-5p","DVL3"
"990","hsa-let-7e-5p","DVL3"
"991","hsa-let-7f-5p","DVL3"
"992","hsa-let-7g-5p","DVL3"
"993","hsa-let-7i-5p","DVL3"
"994","hsa-miR-10a-5p","DVL3"
"995","hsa-miR-10b-5p","DVL3"
"996","hsa-miR-1245a","DVL3"
"997","hsa-miR-1247-5p","DVL3"
"998","hsa-miR-202-3p","DVL3"
"999","hsa-miR-24-3p","DVL3"
"1000","hsa-miR-26b-5p","DVL3"
"1001","hsa-miR-320a","DVL3"
"1002","hsa-miR-331-5p","DVL3"
"1003","hsa-miR-4458","DVL3"
"1004","hsa-miR-485-5p","DVL3"
"1005","hsa-miR-615-3p","DVL3"
"1006","hsa-miR-6732-3p","DVL3"
"1007","hsa-miR-93-5p","DVL3"
"1008","hsa-miR-98-5p","DVL3"
"1009","hsa-let-7a-5p","EGFR"
"1010","hsa-miR-125a-5p","EGFR"
"1011","hsa-miR-128-3p","EGFR"
"1012","hsa-miR-133a-3p","EGFR"
"1013","hsa-miR-133b","EGFR"
"1014","hsa-miR-145-5p","EGFR"
"1015","hsa-miR-146a-5p","EGFR"
"1016","hsa-miR-155-5p","EGFR"
"1017","hsa-miR-16-5p","EGFR"
"1018","hsa-miR-21-5p","EGFR"
"1019","hsa-miR-218-5p","EGFR"
"1020","hsa-miR-219a-5p","EGFR"
"1021","hsa-miR-27a-3p","EGFR"
"1022","hsa-miR-302b-3p","EGFR"
"1023","hsa-miR-30a-5p","EGFR"
"1024","hsa-miR-335-5p","EGFR"
"1025","hsa-miR-542-5p","EGFR"
"1026","hsa-miR-574-3p","EGFR"
"1027","hsa-miR-7-5p","EGFR"
"1028","hsa-let-7b-5p","EP300"
"1029","hsa-miR-1296-3p","EP300"
"1030","hsa-miR-140-5p","EP300"
"1031","hsa-miR-149-5p","EP300"
"1032","hsa-miR-150-5p","EP300"
"1033","hsa-miR-181b-5p","EP300"
"1034","hsa-miR-181d-5p","EP300"
"1035","hsa-miR-182-5p","EP300"
"1036","hsa-miR-193b-3p","EP300"
"1037","hsa-miR-194-5p","EP300"
"1038","hsa-miR-200b-3p","EP300"
"1039","hsa-miR-200c-3p","EP300"
"1040","hsa-miR-23b-3p","EP300"
"1041","hsa-miR-25-3p","EP300"
"1042","hsa-miR-26b-5p","EP300"
"1043","hsa-miR-30a-3p","EP300"
"1044","hsa-miR-30c-5p","EP300"
"1045","hsa-miR-328-5p","EP300"
"1046","hsa-miR-374a-5p","EP300"
"1047","hsa-miR-429","EP300"
"1048","hsa-miR-574-3p","EP300"
"1049","hsa-miR-574-5p","EP300"
"1050","hsa-miR-615-3p","EP300"
"1051","hsa-miR-92a-3p","EP300"
"1052","hsa-miR-9-5p","EP300"
"1053","hsa-miR-1228-3p","EPB41"
"1054","hsa-miR-1236-3p","EPB41"
"1055","hsa-miR-1268a","EPB41"
"1056","hsa-miR-1268b","EPB41"
"1057","hsa-miR-1299","EPB41"
"1058","hsa-miR-140-3p","EPB41"
"1059","hsa-miR-148b-3p","EPB41"
"1060","hsa-miR-1908-3p","EPB41"
"1061","hsa-miR-196a-3p","EPB41"
"1062","hsa-miR-24-3p","EPB41"
"1063","hsa-miR-30a-5p","EPB41"
"1064","hsa-miR-30b-5p","EPB41"
"1065","hsa-miR-30c-5p","EPB41"
"1066","hsa-miR-30d-5p","EPB41"
"1067","hsa-miR-30e-5p","EPB41"
"1068","hsa-miR-320a","EPB41"
"1069","hsa-miR-320b","EPB41"
"1070","hsa-miR-342-3p","EPB41"
"1071","hsa-miR-423-5p","EPB41"
"1072","hsa-miR-4284","EPB41"
"1073","hsa-miR-5001-3p","EPB41"
"1074","hsa-miR-508-5p","EPB41"
"1075","hsa-miR-544a","EPB41"
"1076","hsa-miR-671-5p","EPB41"
"1077","hsa-miR-766-3p","EPB41"
"1078","hsa-miR-875-3p","EPB41"
"1079","hsa-miR-1226-3p","EPB41L1"
"1080","hsa-miR-128-3p","EPB41L1"
"1081","hsa-miR-129-5p","EPB41L1"
"1082","hsa-miR-411-5p","EPB41L1"
"1083","hsa-miR-4286","EPB41L1"
"1084","hsa-miR-498","EPB41L1"
"1085","hsa-miR-590-3p","EPB41L1"
"1086","hsa-miR-765","EPB41L1"
"1087","hsa-miR-876-5p","EPB41L1"
"1088","hsa-miR-10a-5p","EPB41L2"
"1089","hsa-miR-155-5p","EPB41L2"
"1090","hsa-miR-17-5p","EPB41L2"
"1091","hsa-miR-222-3p","EPB41L2"
"1092","hsa-miR-331-3p","EPB41L2"
"1093","hsa-miR-34a-5p","EPB41L2"
"1094","hsa-let-7b-5p","EPB41L3"
"1095","hsa-miR-1297","EPB41L3"
"1096","hsa-miR-1305","EPB41L3"
"1097","hsa-miR-223-3p","EPB41L3"
"1098","hsa-miR-26a-5p","EPB41L3"
"1099","hsa-miR-26b-5p","EPB41L3"
"1100","hsa-miR-498","EPB41L3"
"1101","hsa-miR-627-3p","EPB41L3"
"1102","hsa-miR-92a-3p","EPB41L3"
"1103","hsa-miR-124-3p","ERBB2"
"1104","hsa-miR-1254","ERBB2"
"1105","hsa-miR-125a-5p","ERBB2"
"1106","hsa-miR-125b-5p","ERBB2"
"1107","hsa-miR-134-5p","ERBB2"
"1108","hsa-miR-193a-3p","ERBB2"
"1109","hsa-miR-193a-5p","ERBB2"
"1110","hsa-miR-199a-5p","ERBB2"
"1111","hsa-miR-199b-5p","ERBB2"
"1112","hsa-miR-205-5p","ERBB2"
"1113","hsa-miR-211-3p","ERBB2"
"1114","hsa-miR-2116-5p","ERBB2"
"1115","hsa-miR-21-5p","ERBB2"
"1116","hsa-miR-25-3p","ERBB2"
"1117","hsa-miR-301a-5p","ERBB2"
"1118","hsa-miR-3127-5p","ERBB2"
"1119","hsa-miR-3140-3p","ERBB2"
"1120","hsa-miR-323b-5p","ERBB2"
"1121","hsa-miR-326","ERBB2"
"1122","hsa-miR-328-5p","ERBB2"
"1123","hsa-miR-329-5p","ERBB2"
"1124","hsa-miR-331-3p","ERBB2"
"1125","hsa-miR-375","ERBB2"
"1126","hsa-miR-486-3p","ERBB2"
"1127","hsa-miR-498","ERBB2"
"1128","hsa-miR-541-3p","ERBB2"
"1129","hsa-miR-548d-3p","ERBB2"
"1130","hsa-miR-552-3p","ERBB2"
"1131","hsa-miR-593-3p","ERBB2"
"1132","hsa-miR-155-5p","EXOC3"
"1133","hsa-miR-7-5p","EXOC3"
"1134","hsa-miR-33a-5p","EXOC4"
"1135","hsa-miR-124-3p","F11R"
"1136","hsa-miR-145-5p","F11R"
"1137","hsa-miR-335-5p","F11R"
"1138","hsa-miR-342-3p","F11R"
"1139","hsa-miR-3613-5p","F11R"
"1140","hsa-miR-377-3p","F11R"
"1141","hsa-miR-455-3p","F11R"
"1142","hsa-miR-522-3p","F11R"
"1143","hsa-miR-10a-5p","FGFR1"
"1144","hsa-miR-124-3p","FGFR1"
"1145","hsa-miR-1281","FGFR1"
"1146","hsa-miR-1304-3p","FGFR1"
"1147","hsa-miR-1307-3p","FGFR1"
"1148","hsa-miR-133b","FGFR1"
"1149","hsa-miR-149-5p","FGFR1"
"1150","hsa-miR-16-5p","FGFR1"
"1151","hsa-miR-181b-5p","FGFR1"
"1152","hsa-miR-198","FGFR1"
"1153","hsa-miR-214-3p","FGFR1"
"1154","hsa-miR-296-3p","FGFR1"
"1155","hsa-miR-424-5p","FGFR1"
"1156","hsa-miR-4284","FGFR1"
"1157","hsa-miR-503-5p","FGFR1"
"1158","hsa-miR-561-5p","FGFR1"
"1159","hsa-miR-744-5p","FGFR1"
"1160","hsa-let-7g-5p","FN1"
"1161","hsa-miR-200b-3p","FN1"
"1162","hsa-miR-200c-3p","FN1"
"1163","hsa-miR-218-5p","FN1"
"1164","hsa-miR-26b-5p","FN1"
"1165","hsa-miR-615-3p","FN1"
"1166","hsa-miR-125a-3p","FYN"
"1167","hsa-miR-128-3p","FYN"
"1168","hsa-miR-34c-3p","FYN"
"1169","hsa-miR-431-5p","FYN"
"1170","hsa-miR-584-5p","FYN"
"1171","hsa-miR-186-5p","GNAI1"
"1172","hsa-miR-320a","GNAI1"
"1173","hsa-miR-320c","GNAI1"
"1174","hsa-miR-320d","GNAI1"
"1175","hsa-miR-329-3p","GNAI1"
"1176","hsa-miR-362-3p","GNAI1"
"1177","hsa-miR-409-5p","GNAI1"
"1178","hsa-miR-603","GNAI1"
"1179","hsa-miR-124-3p","GNAI2"
"1180","hsa-miR-138-5p","GNAI2"
"1181","hsa-miR-148b-3p","GNAI2"
"1182","hsa-miR-1908-5p","GNAI2"
"1183","hsa-miR-218-5p","GNAI2"
"1184","hsa-miR-30a-5p","GNAI2"
"1185","hsa-miR-30b-5p","GNAI2"
"1186","hsa-miR-30c-5p","GNAI2"
"1187","hsa-miR-30d-5p","GNAI2"
"1188","hsa-miR-30e-5p","GNAI2"
"1189","hsa-miR-3150b-3p","GNAI2"
"1190","hsa-miR-455-3p","GNAI2"
"1191","hsa-miR-625-5p","GNAI2"
"1192","hsa-miR-663a","GNAI2"
"1193","hsa-miR-92b-3p","GNAI2"
"1194","hsa-miR-935","GNAI2"
"1195","hsa-miR-939-5p","GNAI2"
"1196","hsa-miR-124-3p","GNAI3"
"1197","hsa-miR-181a-5p","GNAI3"
"1198","hsa-miR-431-5p","GNAI3"
"1199","hsa-miR-1185-1-3p","GSK3B"
"1200","hsa-miR-1185-2-3p","GSK3B"
"1201","hsa-miR-1297","GSK3B"
"1202","hsa-miR-155-5p","GSK3B"
"1203","hsa-miR-15a-5p","GSK3B"
"1204","hsa-miR-15b-5p","GSK3B"
"1205","hsa-miR-16-5p","GSK3B"
"1206","hsa-miR-182-5p","GSK3B"
"1207","hsa-miR-183-5p","GSK3B"
"1208","hsa-miR-190a-3p","GSK3B"
"1209","hsa-miR-1910-5p","GSK3B"
"1210","hsa-miR-195-5p","GSK3B"
"1211","hsa-miR-199a-5p","GSK3B"
"1212","hsa-miR-26a-5p","GSK3B"
"1213","hsa-miR-26b-5p","GSK3B"
"1214","hsa-miR-29b-3p","GSK3B"
"1215","hsa-miR-3065-3p","GSK3B"
"1216","hsa-miR-346","GSK3B"
"1217","hsa-miR-3606-3p","GSK3B"
"1218","hsa-miR-369-3p","GSK3B"
"1219","hsa-miR-374a-5p","GSK3B"
"1220","hsa-miR-374b-5p","GSK3B"
"1221","hsa-miR-377-3p","GSK3B"
"1222","hsa-miR-409-3p","GSK3B"
"1223","hsa-miR-409-5p","GSK3B"
"1224","hsa-miR-410-3p","GSK3B"
"1225","hsa-miR-513a-3p","GSK3B"
"1226","hsa-miR-513c-3p","GSK3B"
"1227","hsa-miR-92a-3p","GSK3B"
"1228","hsa-miR-96-5p","GSK3B"
"1229","hsa-miR-98-3p","GSK3B"
"1230","hsa-miR-122-5p","GSTM3"
"1231","hsa-miR-1304-3p","GSTM3"
"1232","hsa-miR-1307-3p","GSTM3"
"1233","hsa-miR-4284","GSTM3"
"1234","hsa-miR-5001-3p","GSTM3"
"1235","hsa-miR-92b-3p","GSTM3"
"1236","hsa-miR-484","HCLS1"
"1237","hsa-let-7a-5p","HRAS"
"1238","hsa-let-7b-5p","HRAS"
"1239","hsa-miR-139-5p","HRAS"
"1240","hsa-miR-143-3p","HRAS"
"1241","hsa-miR-181a-5p","HRAS"
"1242","hsa-miR-181d-5p","HRAS"
"1243","hsa-miR-615-3p","HRAS"
"1244","hsa-miR-663a","HRAS"
"1245","hsa-miR-146a-5p","HSPA1A"
"1246","hsa-miR-15a-5p","HSPA1A"
"1247","hsa-miR-16-5p","HSPA1A"
"1248","hsa-miR-335-5p","HSPA1A"
"1249","hsa-miR-34a-5p","HSPA1A"
"1250","hsa-miR-496","HSPA1A"
"1251","hsa-miR-595","HSPA1A"
"1252","hsa-let-7b-5p","HSPA1B"
"1253","hsa-miR-106b-5p","HSPA1B"
"1254","hsa-miR-10a-5p","HSPA1B"
"1255","hsa-miR-10b-5p","HSPA1B"
"1256","hsa-miR-1226-3p","HSPA1B"
"1257","hsa-miR-125b-5p","HSPA1B"
"1258","hsa-miR-1276","HSPA1B"
"1259","hsa-miR-1296-5p","HSPA1B"
"1260","hsa-miR-132-3p","HSPA1B"
"1261","hsa-miR-142-3p","HSPA1B"
"1262","hsa-miR-146b-5p","HSPA1B"
"1263","hsa-miR-149-5p","HSPA1B"
"1264","hsa-miR-15a-5p","HSPA1B"
"1265","hsa-miR-15b-5p","HSPA1B"
"1266","hsa-miR-16-5p","HSPA1B"
"1267","hsa-miR-181a-5p","HSPA1B"
"1268","hsa-miR-181b-5p","HSPA1B"
"1269","hsa-miR-181c-5p","HSPA1B"
"1270","hsa-miR-181d-5p","HSPA1B"
"1271","hsa-miR-183-5p","HSPA1B"
"1272","hsa-miR-193b-3p","HSPA1B"
"1273","hsa-miR-195-5p","HSPA1B"
"1274","hsa-miR-197-3p","HSPA1B"
"1275","hsa-miR-212-3p","HSPA1B"
"1276","hsa-miR-221-3p","HSPA1B"
"1277","hsa-miR-22-3p","HSPA1B"
"1278","hsa-miR-25-3p","HSPA1B"
"1279","hsa-miR-296-3p","HSPA1B"
"1280","hsa-miR-30d-5p","HSPA1B"
"1281","hsa-miR-324-3p","HSPA1B"
"1282","hsa-miR-324-5p","HSPA1B"
"1283","hsa-miR-326","HSPA1B"
"1284","hsa-miR-328-3p","HSPA1B"
"1285","hsa-miR-330-5p","HSPA1B"
"1286","hsa-miR-331-3p","HSPA1B"
"1287","hsa-miR-335-5p","HSPA1B"
